web100_log_entry_log_time,web100_log_entry_connection_spec_remote_ip,web100_log_entry_snap_HCThruOctetsAcked,web100_log_entry_snap_SndLimTimeRwin,web100_log_entry_snap_SndLimTimeCwnd,web100_log_entry_snap_SndLimTimeSnd,web100_log_entry_snap_MinRTT,web100_log_entry_snap_MaxRTT,web100_log_entry_snap_SumRTT,web100_log_entry_snap_CountRTT,web100_log_entry_snap_MaxMSS,web100_log_entry_snap_MaxPipeSize,web100_log_entry_snap_SegsRetrans,web100_log_entry_snap_SegsOut,web100_log_entry_snap_DataSegsOut,web100_log_entry_snap_CongSignals,web100_log_entry_snap_Timeouts,web100_log_entry_snap_DupAcksOut,web100_log_entry_snap_ECNsignals,web100_log_entry_snap_PreCongSumCwnd,web100_log_entry_snap_PreCongSumRTT,connection_spec_client_geolocation_country_code,connection_spec_server_geolocation_country_code
1392351659,200.8.125.196,57920,0,9439515,311213,874,1020,18841,20,1448,,4,50,50,1,0,0,,13032,874,VE,
1392247412,186.188.114.245,598916,0,10121619,181713,96,276,27699,192,1460,,9,428,428,7,0,0,,68620,1060,VE,US
1391319777,200.8.48.226,94900,0,12182155,222203,419,872,14047,21,1460,,9,77,77,3,1,0,,27740,2249,VE,
1391976251,186.90.114.129,4207880,580438,9569228,460321,140,368,417288,1504,1448,,52,3053,3053,1,0,0,,236024,337,VE,
1391988379,200.8.38.151,770144,8823211,1316021,199560,107,1310,151127,252,1460,,0,569,569,0,0,0,,0,0,VE,US
1391988601,200.8.38.151,542952,4059001,6789401,862178,133,1590,103116,146,1460,,12,408,408,1,0,0,,110960,1567,VE,US
1396180701,186.14.170.189,1712278,5691216,4426466,240585,294,713,230814,418,1402,,0,1334,1334,0,0,1,,0,0,VE,
1396167262,200.8.218.229,8333796,5994460,3955979,216239,54,154,18889,261,1460,,0,5760,5760,0,0,0,,0,0,VE,US
1396167137,200.8.218.229,1112256,0,10031407,163668,60,329,12288,129,1460,,5,774,774,0,5,0,,0,0,VE,US
1395839556,186.92.221.234,1674372,789200,9332112,181164,99,266,93331,546,1460,,10,1189,1189,2,0,0,,81760,384,VE,US
1395663156,190.142.169.189,3187288,0,13066152,192201,64,3268,44700,329,1448,,134,2451,2451,0,2,86,,0,0,VE,
1395662790,186.93.137.132,641588,4989278,5008131,175033,101,307,46701,209,1460,,3,452,452,2,0,0,,37960,521,VE,US
1395579828,186.188.58.37,12020880,9047007,965677,182740,54,310,946438,4089,1460,,0,8440,8440,0,0,0,,0,0,VE,US
1395679554,186.92.158.126,729268,0,9962841,349919,121,255,31730,214,1460,,8,516,516,6,0,0,,93440,941,VE,US
1395282839,186.95.96.106,2049028,8752952,1416771,152519,174,342,209006,702,1460,,0,1449,1449,0,0,0,,0,0,VE,GB
1395635426,200.8.59.142,10510324,7303726,2809358,174729,70,369,629129,2944,1460,,0,7355,7355,0,0,0,,0,0,VE,US
1395635890,200.8.115.86,11101396,1925781,8382692,158875,79,503,702108,3672,1460,,3,7762,7762,1,0,0,,392740,320,VE,US
1395605015,190.204.224.236,305140,9517483,407641,130969,201,401,29350,111,1460,,0,214,214,0,0,0,,0,0,VE,US
1395605139,190.204.224.236,405880,9852872,325041,159898,157,301,30041,139,1460,,0,283,283,0,0,0,,0,0,VE,US
1395310798,186.89.49.65,491208,0,10114287,176693,127,732,56130,133,1460,,24,373,373,2,0,0,,86140,1367,VE,US
1395614069,200.8.58.100,1148180,0,9927935,191044,58,224,28764,315,1460,,16,812,812,9,0,0,,110960,978,VE,US
1395150171,186.91.62.201,2983428,675935,9349519,164962,169,333,263576,1022,1460,,0,2111,2111,0,0,0,,0,0,VE,US
1394609191,186.94.194.111,169276,0,10008994,584165,100,318,5164,31,1460,,24,146,146,9,6,0,,46720,2003,VE,US
1394609062,186.94.194.111,16060,0,14979927,198333,115,227,566,3,1460,,6,20,20,1,1,0,,4380,227,VE,US
1394579688,186.92.163.112,1593600,159218,9923249,240105,109,280,295777,1359,536,,36,3088,3088,1,0,0,,65928,280,VE,US
1394579618,200.8.214.107,561772,0,9905792,322984,150,453,48291,187,1460,,2,403,403,2,0,0,,36500,524,VE,US
1394755567,190.200.188.144,155892,0,10287545,377386,159,538,14757,45,1460,,7,116,116,4,0,0,,30660,1456,VE,US
1394755478,186.95.215.60,1708848,535035,9603781,299504,126,326,125026,544,1460,,9,1200,1200,2,0,0,,119720,573,VE,US
1394421373,186.167.243.158,3923376,1556247,8912004,215723,123,993,1126731,3243,1012,,41,4011,4011,3,0,0,,717508,1269,VE,
1394380561,186.93.238.158,1697168,597948,9463961,167288,126,326,123881,540,1460,,9,1192,1192,2,0,0,,121180,592,VE,US
1394428110,200.8.244.90,11859236,9137684,967593,166570,79,222,828751,4058,1460,,0,8290,8290,0,0,0,,0,0,VE,US
1394131793,186.95.30.229,1646472,134482,9954077,170899,104,302,135550,694,1460,,2,1149,1149,1,0,0,,52560,302,VE,US
1394131806,186.94.89.220,45260,0,10295804,153722,385,704,5059,9,1460,,7,41,41,2,1,0,,11680,961,VE,US
1393942159,200.8.54.188,10539632,4232780,5840718,163750,70,432,184464,668,1448,,0,7650,7650,0,0,6,,0,0,VE,US
1393942446,200.8.54.188,10227248,3053280,7021569,232819,70,416,144567,557,1448,,0,7431,7431,0,0,7,,0,0,VE,US
1393944390,186.95.104.202,1151128,9195756,913634,129937,169,327,85574,395,1460,,0,806,806,0,0,0,,0,0,VE,GB
1393895430,200.82.202.116,403872,0,9626874,164991,192,685,65174,147,1448,,1,301,301,1,0,0,,28960,394,VE,
1398741347,186.90.65.173,1130040,922525,9402832,330349,188,496,224460,684,1460,,9,809,809,2,0,0,,119720,942,VE,
1398879145,200.75.100.144,11804812,9143974,1052268,185744,50,394,905480,3941,1460,,0,8168,8168,0,0,0,,0,0,VE,US
1398755632,186.92.242.57,2146276,225143,9858090,302564,102,307,175005,707,1460,,14,1531,1531,1,0,0,,89060,291,VE,US
1394658543,186.188.43.135,1018428,1933148,8190402,176241,169,590,83431,248,1460,,1,726,726,1,0,0,,67160,334,VE,US
1398814682,200.8.214.197,3688836,569232,9533161,182460,59,277,148098,1129,1460,,5,2560,2560,4,0,0,,328500,576,VE,US
1398814732,186.188.114.173,4104060,199105,9711961,249257,52,178,90941,1350,1460,,6,2845,2845,5,0,0,,175200,375,VE,US
1398814454,186.88.223.230,733568,119925,9799208,178685,149,333,38322,192,1460,,24,532,532,7,0,0,,166440,1448,VE,US
1398814614,186.88.223.230,455520,0,9962852,420412,164,416,32854,140,1460,,6,326,326,4,0,0,,51100,1214,VE,US
1398620489,186.90.187.221,1644608,9658458,383023,177701,85,358,63447,589,1460,,0,1139,1139,0,0,0,,0,0,VE,US
1398620463,186.14.88.103,2627976,3565549,7404302,165750,230,775,178105,520,1448,,6,1835,1835,2,1,0,,256296,653,VE,
1398378055,186.14.160.179,87356,3410495,6693219,931929,549,3541,31006,30,1460,,3,75,75,0,1,0,,0,0,VE,NL
1398736175,186.95.134.73,2782200,22472,9953212,185634,79,295,153159,1158,1448,,32,1974,1974,5,0,0,,293944,847,VE,
1398482463,200.8.125.202,7987476,2008906,8290777,193386,60,240,268514,2502,1460,,11,5508,5508,5,0,0,,589840,508,VE,US
1398140918,186.93.142.105,1186980,495650,9698821,314476,131,400,141424,479,1460,,13,848,848,2,0,0,,113880,786,VE,US
1398468911,186.88.234.143,507524,3531965,6610185,181224,109,219,23111,163,1402,,7,374,374,6,1,0,,49070,1039,VE,US
1398306626,200.8.22.168,236276,0,9978099,357307,70,1097,28260,71,1460,,4,172,172,3,1,0,,36500,1658,VE,US
1398307020,200.82.246.243,1111940,0,10016754,169325,54,157,26245,323,1460,,18,786,786,13,0,0,,141620,1094,VE,US
1398020112,186.92.188.21,1764976,143426,9864895,186563,103,286,123885,588,1460,,1,1238,1238,1,0,0,,51100,286,VE,US
1397943727,186.188.58.17,8828824,1631384,8347553,193805,57,500,444814,2290,1460,,2,6127,6127,2,0,0,,543120,474,VE,US
1397866981,186.94.58.74,1676160,629677,9479197,219929,129,309,132938,555,1460,,8,1201,1201,2,0,0,,121180,608,VE,US
1397167462,186.14.161.213,1094180,344230,9710915,297533,176,477,112030,376,1460,,0,781,781,0,0,0,,0,0,VE,NL
1397340558,186.92.247.71,431348,0,10412426,126630,149,485,46064,125,1460,,9,317,317,2,0,0,,54020,933,VE,US
1397340414,186.188.25.214,6338812,3732768,6286125,166897,51,588,458009,2032,1460,,3,4404,4404,2,0,0,,401500,363,VE,US
1397013652,186.92.195.81,1105300,169746,10019720,214398,108,407,79207,332,1460,,20,794,794,3,0,0,,131400,1103,VE,US
1396923635,190.142.226.95,1356248,669304,9685411,224898,173,464,98023,386,1460,,4,947,947,4,0,0,,239440,1002,VE,US
1396824881,186.14.227.8,801360,0,9953920,230235,60,295,20556,173,1460,,8,569,569,6,0,0,,55480,661,VE,US
1396824731,186.14.227.8,556340,0,9984280,162730,77,309,15977,118,1460,,7,394,394,7,0,0,,55480,1350,VE,US
1398577500,200.8.122.29,833740,555929,9464822,186852,73,746,94404,266,1460,,5,608,608,1,0,0,,65700,567,VE,US
1398577026,190.72.64.46,2094852,959358,9217503,252222,88,271,129137,670,1460,,8,1465,1465,2,0,0,,122640,516,VE,US
1398683183,200.75.100.144,12162676,9400639,699835,178688,51,249,800073,4167,1460,,0,8501,8501,0,0,0,,0,0,VE,US
1398224712,190.142.255.59,2037988,0,10178022,315601,156,630,211021,613,1460,,38,1497,1497,1,0,0,,153300,476,VE,US
1398755632,186.92.242.57,2146276,225143,9858090,302564,102,307,175005,707,1460,,14,1531,1531,1,0,0,,89060,291,VE,US
1398399521,186.188.63.114,8099980,9035518,1177890,366698,68,507,836852,2776,1460,,0,5731,5731,0,0,0,,0,0,VE,US
1398362062,186.89.123.69,2714784,0,10090331,333046,162,359,145503,808,1460,,58,1960,1960,2,0,0,,294920,718,VE,US
1399830814,200.8.58.95,11889404,1992911,8134291,193630,53,222,520038,3879,1460,,9,8276,8276,1,0,0,,264260,218,VE,US
1399557806,190.36.27.165,381708,0,9335674,980724,135,485,26548,106,1460,,16,289,289,3,1,0,,65700,1148,VE,US
1399558118,190.36.27.165,617580,0,10034019,266558,134,377,55215,203,1460,,1,439,439,1,0,0,,21900,377,VE,US
1399117738,186.92.144.36,963552,0,9978198,171216,293,741,177503,403,1448,,19,727,727,1,0,0,,95568,564,VE,
1399117780,186.92.144.36,903472,0,10025108,170169,289,558,133946,395,1448,,2,657,657,1,0,0,,49232,558,VE,
1399221140,190.142.41.100,146080,0,10395286,561966,266,1052,30766,47,1460,,3,116,116,2,0,0,,30660,1314,VE,
1399325107,190.205.192.200,952512,9709631,318869,164756,102,193,39443,328,1452,,0,663,663,0,0,0,,0,0,VE,US
1399142903,200.82.154.215,4303252,6539036,3646899,210731,241,704,633405,1477,1460,,0,3130,3130,0,0,0,,0,0,VE,US
1398975176,200.8.214.197,497048,282070,10282663,163907,71,451,21989,137,1460,,18,364,364,9,0,0,,90520,1070,VE,US
1398945715,190.36.29.20,1769600,7805481,2218559,195444,138,787,208434,651,1460,,20,1276,1276,1,0,0,,71540,294,VE,US
1401283735,186.90.255.5,1390872,0,10006085,701057,156,325,112234,562,1448,,27,1004,1004,4,0,0,,201272,994,VE,
1400215992,200.8.58.211,12011324,9261589,761302,167388,53,230,830506,4078,1460,,0,8410,8410,0,0,0,,0,0,VE,US
1400186132,190.142.19.144,1908948,1678940,8458692,186387,50,447,64717,322,1460,,1,1340,1340,1,0,0,,65700,251,VE,US
1400185894,200.75.126.201,1411484,0,10186367,165831,57,603,95686,480,1460,,4,1015,1015,2,0,0,,54020,576,VE,US
1400186087,190.142.19.144,2262672,8476723,1682850,172391,62,363,101940,402,1460,,0,1595,1595,0,0,0,,0,0,VE,US
1401237200,186.188.110.148,53040,0,9395353,328091,635,791,12010,17,1448,,2,43,43,2,0,0,,11584,1463,VE,
1401237086,186.188.110.148,46336,0,12470620,341968,258,1084,6514,15,1448,,7,44,44,5,2,0,,20272,2801,VE,
1400175356,200.82.129.230,1028228,7509058,3579252,192797,85,2210,310671,326,1460,,11,801,801,1,0,0,,188340,2150,VE,US
1400175431,186.88.203.36,347560,530382,9776907,605990,186,1092,59393,88,1460,,16,269,269,2,0,0,,99280,1712,VE,US
1400082233,200.82.183.20,327544,0,9941496,173764,63,2676,24525,159,1448,,9,253,253,0,2,0,,0,0,VE,
1399812564,190.142.223.3,749060,7881409,2048479,288172,112,1729,52234,258,1460,,0,526,526,0,0,0,,0,0,VE,US
1401217754,186.92.218.79,1676728,260892,9956539,174322,96,298,93599,526,1460,,16,1186,1186,3,0,0,,141620,816,VE,US
1399637117,186.188.88.12,2465128,9509745,665461,173209,50,321,206639,819,1460,,0,1733,1733,0,0,0,,0,0,VE,US
1399618854,200.82.227.16,4011800,0,10024757,179598,57,1646,68954,833,1448,,4,2823,2823,0,1,0,,0,0,VE,
1400974953,186.89.103.211,1666508,435332,9659032,160876,149,323,135293,549,1460,,6,1186,1186,1,0,0,,67160,320,VE,US
1399648262,190.200.253.193,1271344,499883,9595335,165750,116,325,55026,417,1448,,9,904,904,4,0,0,,97016,697,VE,US
1399686689,190.142.155.206,317984,0,9969612,624147,453,1048,54452,88,1448,,3,230,230,3,0,0,,118736,2260,VE,
1399398840,200.8.86.56,11110896,4861888,5330552,185826,55,405,289922,1673,1448,,5,7828,7828,2,0,0,,422816,619,VE,US
1399424798,200.8.5.163,982040,0,9879210,302973,123,305,58315,368,1448,,9,698,698,7,0,0,,189688,1104,VE,
1400559332,200.8.58.211,11527000,8750968,1287554,230560,53,306,790508,3878,1460,,0,8081,8081,0,0,0,,0,0,VE,US
1400329950,186.94.177.212,1188006,895507,9407979,173031,142,403,116427,379,1414,,18,878,878,2,0,0,,120190,803,VE,US
1400517958,186.93.44.97,321804,0,10028496,223138,115,492,27382,102,1452,,4,238,238,3,0,0,,21780,1255,VE,US
1385525722,186.90.196.187,1675268,8477616,2258706,219422,163,382,177890,552,1460,,1,1167,1167,1,0,0,,65700,340,VE,US
1385525772,186.90.196.187,1703732,8879913,1190143,237919,163,391,191691,584,1460,,0,1212,1212,0,0,0,,0,0,VE,US
1393886519,190.142.198.15,1390404,385524,9532191,210836,63,184,38464,410,1460,,20,982,982,11,1,0,,197100,1120,VE,US
1391737460,200.82.198.117,1988572,2121303,7707856,600362,81,836,77524,319,1460,,6,1387,1387,3,0,0,,262800,1226,VE,US
1400279727,186.88.41.220,83220,0,9939223,591893,188,925,13699,23,1460,,11,75,75,3,0,0,,29200,1952,VE,US
1393863399,200.8.59.191,4129508,157787,11034230,167815,67,452,159586,1200,1460,,8,2855,2855,5,0,0,,478880,593,VE,US
1399048897,186.94.180.187,958724,1518937,8954109,626831,368,641,136738,284,1460,,27,727,727,1,0,0,,113880,627,VE,KE
1391525331,186.14.226.44,1451932,1305650,8705387,246536,77,497,85617,491,1460,,7,1037,1037,1,0,0,,30660,358,VE,US
1391525747,186.89.62.214,1475084,2555102,7389363,176589,188,361,126638,487,1460,,1,1045,1045,1,0,0,,65700,352,VE,US
1391525661,186.89.62.214,1727828,492858,9743171,200565,131,304,115895,553,1460,,8,1215,1215,2,0,0,,115340,583,VE,US
1391525373,186.89.62.214,1708848,516585,9562203,159542,122,321,124759,544,1460,,9,1200,1200,2,0,0,,119720,573,VE,US
1391525867,186.89.62.214,1704468,516157,9537572,171680,122,321,124536,544,1460,,9,1197,1197,2,0,0,,119720,574,VE,US
1391525455,186.89.62.214,1751188,190832,9985201,172647,123,322,130323,582,1460,,1,1221,1221,1,0,0,,54020,289,VE,US
1393855315,181.208.232.234,1938192,0,9902268,340814,62,2341,63934,543,1448,,7,1369,1369,1,1,0,,44888,287,VE,
1391477292,190.142.3.17,344476,1638470,8917035,170361,149,1191,76594,96,1460,,1,260,260,1,0,0,,58400,800,VE,US
1391477154,186.14.88.163,1380696,0,10141877,174981,96,229,70119,506,1448,,20,987,987,6,0,0,,183896,888,VE,
1393860845,200.8.22.14,462008,2911938,8010112,968976,89,1723,98090,136,1460,,23,365,365,1,0,0,,67160,1663,VE,US
1393860684,186.90.191.59,1067908,2177678,8241986,165560,121,649,96637,324,1460,,13,761,761,2,1,0,,108040,1091,VE,US
1385673091,186.96.68.58,239520,0,10073980,445450,135,369,16088,68,1460,,9,180,180,8,0,0,,68620,1737,VE,US
1385672484,186.96.68.58,71540,0,6079806,4827593,205,455,5049,18,1460,,7,59,59,3,2,0,,17520,1057,VE,US
1385672999,186.96.68.58,251200,0,9941806,288473,152,289,12421,62,1460,,13,192,192,6,2,0,,64240,1403,VE,US
1385672434,200.82.172.197,487440,0,9194784,161680,68,550,23439,200,1448,,21,366,366,5,5,0,,83984,2051,VE,
1384977718,190.73.0.186,902760,0,10035853,208306,229,452,73092,298,1460,,1,639,639,1,0,0,,30660,240,VE,
1385207102,186.90.92.220,1649756,517647,9403188,246018,146,327,132569,546,1452,,6,1181,1181,1,0,0,,68244,327,VE,US
1385427082,200.73.196.82,107228,0,10888340,197675,108,922,12083,22,1460,,11,88,88,3,1,0,,33580,2289,VE,US
1385426966,186.90.216.22,1603728,8840013,1159696,187896,167,416,182723,550,1460,,1,1144,1144,1,0,0,,65700,416,VE,US
1385427070,186.90.216.22,1663588,8829143,1165515,211188,152,504,189173,568,1460,,0,1184,1184,0,0,0,,0,0,VE,US
1384961440,190.202.83.89,186300,0,9467175,990638,106,308,7513,47,1380,,15,152,152,4,3,0,,33120,496,VE,US
1384682528,186.14.23.9,1018528,0,10026328,209539,132,2260,70775,451,1448,,5,737,737,1,1,0,,17376,152,VE,
1384805269,186.91.254.152,1706384,563868,9519458,233071,132,337,130150,546,1452,,9,1205,1205,2,0,0,,121968,596,VE,US
1384804983,190.200.214.65,1676728,1423651,8601682,177287,112,382,127661,534,1460,,5,1174,1174,2,0,0,,118260,663,VE,US
1384577000,186.92.183.169,133508,0,9956291,993511,261,1126,26858,36,1460,,15,118,118,2,0,0,,42340,2033,VE,US
1384516481,186.90.114.48,1701380,727048,9413477,341872,157,324,137864,525,1460,,22,1210,1210,2,0,0,,148920,642,VE,US
1384516238,186.92.102.213,1757028,233100,9800052,196242,111,274,118185,561,1460,,12,1240,1240,2,0,0,,118260,544,VE,US
1383869221,186.95.127.93,1681108,827580,9115016,353454,155,323,110960,523,1460,,19,1201,1201,2,0,0,,131400,578,VE,US
1384144287,186.167.242.80,233472,0,10230962,142744,238,976,57655,117,1024,,0,245,245,0,0,0,,0,0,VE,US
1383845855,200.82.131.197,9401920,8158049,1914238,332092,67,566,367239,1243,1448,,0,6832,6832,0,0,0,,0,0,VE,
1383846183,190.142.218.235,3654440,2899088,7694834,216484,50,465,212831,953,1448,,13,2547,2547,12,1,0,,370688,1281,VE,US
1384015041,186.94.191.68,141620,0,10171495,191158,248,583,15656,43,1460,,7,111,111,4,0,0,,26280,1870,VE,US
1383873859,190.123.189.36,1291496,0,10350342,304268,61,246,36325,477,1448,,54,952,952,10,2,0,,205616,777,VE,
1383873959,186.91.158.27,1100028,1172165,8973169,173066,183,363,72867,335,1460,,6,775,775,3,0,0,,125560,702,VE,US
1383693162,186.91.155.35,278016,0,9934854,202068,92,1616,20831,95,1448,,11,207,207,5,1,0,,63712,1023,VE,
1383521155,186.94.22.249,127020,0,10495847,305843,132,265,5323,27,1460,,19,109,109,8,5,0,,37960,1580,VE,US
1383520968,200.8.214.146,2125256,1944756,8774902,276781,74,956,100653,219,1448,,17,1519,1519,1,0,0,,160728,723,VE,
1383847632,190.142.85.97,849024,9549039,477254,172449,72,227,57533,555,536,,0,1600,1600,0,0,0,,0,0,VE,US
1383847248,181.208.232.166,5618384,0,9903767,171948,70,270,22176,192,1448,,13,3970,3970,1,0,9,,178104,220,VE,
1383279942,186.93.248.195,3141108,9145073,869114,165686,105,209,214989,1076,1460,,0,2197,2197,0,0,0,,0,0,VE,US
1383516150,186.89.181.103,1702440,8705308,1333054,170347,148,555,192361,566,1460,,0,1211,1211,0,0,0,,0,0,VE,US
1388231006,186.93.77.194,1710880,0,10084889,216094,79,313,133026,649,1448,,26,1259,1259,3,0,0,,176656,802,VE,
1388507341,186.14.130.28,11710880,9165008,906774,229356,70,313,824888,4013,1460,,0,8205,8205,0,0,0,,0,0,VE,US
1388269011,186.94.194.137,1672348,0,10032929,162728,114,296,111434,508,1460,,21,1183,1183,3,0,0,,166440,869,VE,US
1388219756,186.93.130.72,1606000,0,10013814,182315,106,257,99475,550,1460,,0,1132,1132,0,0,0,,0,0,VE,US
1388219835,186.93.130.72,1776048,0,9960213,340071,107,275,120223,590,1460,,1,1240,1240,1,0,0,,51100,272,VE,US
1388219938,186.93.130.72,1761892,144017,9892955,179580,108,275,120009,586,1460,,1,1231,1231,1,0,0,,51100,272,VE,US
1388354197,186.188.9.140,9370620,2847843,7413852,196465,57,290,148254,763,1460,,3,6455,6455,2,0,0,,394200,388,VE,US
1387804544,186.188.108.111,2387968,8890887,1070243,191977,64,780,391838,706,1448,,0,1764,1764,0,0,0,,0,0,VE,
1387804891,186.188.23.103,2360312,7474792,2639001,187424,45,739,208276,388,1448,,1,1745,1745,0,1,0,,0,0,VE,
1387805219,190.142.22.137,2402156,6810808,3272778,225056,52,1053,432119,570,1460,,0,1815,1815,0,0,0,,0,0,VE,US
1387757057,186.94.28.187,1751188,479023,9677241,261978,120,289,123117,559,1460,,11,1234,1234,2,0,0,,119720,575,VE,US
1387583765,186.14.79.24,754900,7583838,2869469,324283,227,1309,176230,259,1460,,0,562,562,0,0,0,,0,0,VE,US
1387346606,190.94.211.125,1144476,1414707,9276099,174730,54,273,18573,276,1460,,113,911,911,2,5,0,,52560,325,VE,US
1387842502,186.92.221.109,745084,480808,9673442,219996,91,363,32798,215,1460,,21,551,551,7,1,0,,131400,1298,VE,US
1387404013,190.142.7.27,1278460,4996252,5611754,282412,76,2038,384220,338,1460,,0,1018,1018,0,0,0,,0,0,VE,US
1387344829,200.82.241.75,2512252,7840132,2839157,192144,88,1108,641215,749,1460,,0,1900,1900,0,0,0,,0,0,VE,US
1387509104,186.92.7.192,945472,0,9925436,207571,135,329,87090,316,1448,,0,680,680,0,0,0,,0,0,VE,
1387509060,186.92.7.192,1052576,726280,9315749,318497,117,332,78934,366,1448,,14,757,757,1,1,0,,166520,230,VE,
1387508785,186.92.90.211,1804208,396946,9702821,292897,75,269,120419,631,1448,,13,1289,1289,2,0,0,,108600,532,VE,
1387508519,200.8.219.171,4313708,182537,9950591,180833,74,705,90053,588,1460,,11,3021,3021,1,0,0,,121180,705,VE,US
1386405190,186.90.121.243,2071084,881716,9359549,218182,143,335,137338,650,1460,,22,1476,1476,2,0,0,,172280,616,VE,US
1387138667,186.188.84.127,1673272,8665478,1506325,407721,89,1098,355636,564,1448,,0,1257,1257,0,0,0,,0,0,VE,
1387139366,186.188.84.127,1343624,0,10014194,455650,75,758,171138,554,1448,,2,954,954,2,0,0,,123080,1054,VE,
1387138712,186.188.84.127,880200,0,9780026,351747,85,521,72490,403,1448,,3,629,629,2,0,0,,46336,595,VE,
1386348493,186.93.18.73,1648988,8400158,1657846,252181,203,398,193971,565,1460,,0,1174,1174,0,0,0,,0,0,VE,
1386073728,186.93.106.215,469308,0,10012556,315420,140,484,49634,140,1460,,11,346,346,2,0,0,,55480,954,VE,US
1386002128,186.91.171.56,575888,0,9986868,207351,192,475,42698,188,1460,,3,415,415,2,0,0,,24820,725,VE,
1386888517,186.91.206.166,2049028,8800176,1303060,186894,157,319,209380,702,1460,,0,1449,1449,0,0,0,,0,0,VE,US
1386168597,186.91.109.239,1107328,314901,9714108,180030,141,405,106357,341,1460,,14,790,790,2,0,0,,110960,791,VE,US
1386042420,200.8.218.6,2573472,0,10014855,180675,73,3060,60130,629,1448,,5,1818,1818,0,1,0,,0,0,VE,
1386030854,200.8.136.189,117772,0,8543422,1414493,800,1579,36983,29,1460,,14,104,104,1,0,0,,40880,1204,VE,US
1385945579,186.94.53.123,77380,0,10857143,321622,240,651,7731,19,1460,,9,65,65,3,1,0,,23360,1407,VE,US
1391135594,190.142.36.235,46336,0,9605459,219035,73,1005,11716,17,1448,,2,39,39,2,0,0,,10136,1843,VE,
1391135654,190.142.36.235,34752,0,12300831,216838,60,1249,9748,13,1448,,7,36,36,2,1,0,,11584,1985,VE,
1391136095,190.142.36.235,62720,0,10451296,1457692,170,841,14976,26,1448,,10,55,55,2,2,0,,17376,1170,VE,
1389954282,186.167.243.57,351112,0,9590605,661706,112,891,153944,348,1012,,1,374,374,1,1,0,,5060,465,VE,
1390697553,200.82.128.34,1574116,7566613,2438612,180747,192,552,114029,411,1460,,0,1124,1124,0,0,0,,0,0,VE,US
1390765210,190.142.141.195,10866260,1912645,8087715,240201,62,287,423333,3273,1460,,1,7563,7563,1,0,0,,262800,195,VE,US
1390682076,200.8.118.240,11467384,1786737,8335207,228386,50,297,431158,3786,1460,,6,7936,7936,2,0,0,,419020,335,VE,US
1390682042,200.8.139.151,8779676,2480970,7629435,229436,52,451,335327,2036,1460,,1,6122,6122,1,0,0,,259880,349,VE,US
1390681856,186.188.29.200,2536036,3135878,6943102,178537,88,630,83377,248,1460,,0,1918,1918,0,0,0,,0,0,VE,US
1390593663,200.74.215.2,22263036,9630634,413521,301223,37,141,881562,7628,1460,,0,15445,15445,0,0,0,,0,0,VE,US
1390593685,190.142.167.211,704032,0,10087110,195654,80,797,65447,230,1460,,0,506,506,0,0,0,,0,0,VE,US
1390269338,181.208.22.224,1085160,0,10111050,227179,72,273,32135,299,1448,,14,770,770,7,0,0,,101360,638,VE,
1390077113,200.8.110.120,297840,0,9793776,239310,68,439,24968,124,1460,,11,222,222,5,2,0,,52560,981,VE,US
1390077882,186.92.140.113,1029784,190639,10306561,278678,106,424,86800,297,1460,,23,732,732,5,0,0,,156220,1839,VE,US
1390077167,186.95.32.194,1110248,145300,10695931,195071,118,414,97290,330,1460,,21,797,797,4,0,0,,150380,1513,VE,US
1390498508,200.8.18.100,1650040,0,10048114,217400,140,753,132987,419,1460,,37,1195,1195,2,0,0,,201480,1092,VE,US
1390498554,200.8.18.100,1269388,0,10225187,212891,104,740,129921,411,1460,,1,890,890,1,0,0,,54020,740,VE,US
1390498333,186.92.90.53,459900,0,10220649,300738,169,780,52574,140,1460,,2,329,329,2,0,0,,51100,1099,VE,US
1389711485,200.8.23.62,5968916,9266867,774275,223638,82,258,209754,2004,1452,,0,4159,4159,0,0,0,,0,0,VE,US
1389711419,200.8.23.62,5985408,9008709,989832,209398,82,255,187574,1822,1452,,0,4172,4172,0,0,0,,0,0,VE,US
1389711331,200.8.23.62,5962588,9224541,810923,214161,82,241,210193,1999,1452,,0,4155,4155,0,0,0,,0,0,VE,US
1389711226,200.8.23.62,5942456,9073774,825642,227451,82,246,206331,1968,1452,,0,4139,4139,0,0,0,,0,0,VE,US
1389710847,190.200.221.126,93440,0,7769681,2735265,127,461,5948,22,1460,,9,75,75,2,1,0,,13140,705,VE,US
1388789344,200.75.126.203,10452592,8927869,1214107,353984,57,434,799899,3406,1452,,0,7346,7346,0,0,0,,0,0,VE,US
1390522715,186.90.48.6,1331600,5605760,4395845,244742,220,447,147282,438,1460,,2,940,940,1,0,0,,67160,400,VE,US
1390522538,186.188.114.78,2482468,7650884,2695200,226984,65,1113,540902,678,1460,,0,1848,1848,0,0,0,,0,0,VE,US
1389814892,190.142.198.12,288752,1251059,9257824,127895,92,974,44543,97,1460,,2,210,210,1,0,0,,20440,399,VE,US
1389814812,190.142.198.12,265720,5487413,4589038,334849,125,1608,45705,88,1460,,1,191,191,1,0,0,,18980,385,VE,US
1389096107,200.8.58.110,11990548,9042116,1047135,193795,51,327,843453,4069,1460,,0,8399,8399,0,0,0,,0,0,VE,US
